question,answer
Does the Additional Medicare Tax apply to higher income individuals?,"However, the Additional Medicare Tax for higher income individuals is not matched by the employer."
What is the difference between payroll taxes and wages?,Some payroll taxes are not withheld from the employees’ wages.
What is the difference between the Social Security and Medicare payroll taxes?,The Additional Medicare Tax is in addition to the (regular) Medicare payroll tax and the Social Security payroll tax.
How much is withheld from Sam’s gross pay?,The $900 is withheld from Sam’s gross pay and is remitted by Jones Corporation to the U.
What is the rate of withholding on the Medicare tax?,The regular Medicare tax is withheld from an employee’s gross pay without limit at the rate of 1.
what is gross pay?,"Gross pay is the amount an employee is paid before the employer withholds FICA (Social Security and Medicare payroll taxes), income taxes (federal, state, local) if applicable, and other amounts such as wage garnishments, insurance payments, union dues, savings and retirement contributions, etc."
what is net pay?,Net pay is the amount remaining after payroll taxes and other amounts are deducted from an employee’s gross pay.
How much is a gross pay for an administrative assistant?,"For example, if an administrative assistant has an annual gross salary of $48,000 per year, the person’s semimonthly gross pay will be $2,000 ($48,000/24 pay periods)."
When a corporation issues additional shares of common stock the number of issued and outstanding shares will increase?,When a corporation issues additional shares of common stock the number of issued and outstanding shares will increase.
What is the benefit of debt financing?,This income tax savings will partially offset the interest expense on the debt.
What is the yield of a 9% bond?,"The cash payments of $4,500 every six months for five years on the $96,000 cash investment plus the gain of $4,000 (receiving $100,000 in 5 years versus the investment of $96,000) will result in the required yield of 10%."
What is the effective interest rate?,The effective interest rate is the true rate of interest earned.
"What is the difference between the 5% and the $1,000 bond?","In other words, the investor will pay less than the $1,000 so that the effective interest rate for the remaining life of the bond will be 6%."
What is the amortization of the premium on bonds payable?,The amortization of the premium on bonds payable is the systematic movement of the amount of premium received when the corporation issued the bonds.
What is the value of the bonds?,"Assume that a corporation issues bonds payable having a maturity value of $1,000,000 and receives a premium of $60,000."
what is the amount of the bond premium?,The amount of the bond premium = (actual future interest payments + actual maturity amount) discounted by the market interest rate at the time of the bond sale.
what is a premium on bonds?,A person would buy a bond at a premium (pay more than its maturity value) because the bond’s stated interest rate (and therefore the bond’s interest payments) will be greater than those expected by the current bond market.
what happens when bonds payable are issued for an amount greater than their face or maturity amount?,Premium on bonds payable (or bond premium) occurs when bonds payable are issued for an amount greater than their face or maturity amount.
What is the book value of the bonds payable?,"The combination of 1) the unamortized credit balance in the account Premium on Bonds Payable, 2) the unamortized debit balance in the account Bond Issue Costs, and 3) the $10,000,000 credit balance in Bonds Payable is known as the book value or the carrying value of the bonds payable."
What is the selling price of a bond?,The selling price (or the market value) of a bond is the present value of the future contractual cash amounts that are going to be received by the owner of the bond.
What is the current market interest rate for a similar bond?,The current market interest rate for a similar bond is 8%.
what is yield to maturity?,Yield to maturity is the total return that will be earned by someone who purchases a bond and holds it until its maturity date.
"What is the current market value of a 5% $100,000 bond?","If the current market interest rate for this type of bond is 6%, the current market value of the 5% bond will be less than $100,000."
What is the stated interest rate of a bond payable?,The stated interest rate of a bond payable is the annual interest rate that is printed on the face of the bond and stated in the related legal document known as the bond indenture.
how much is the corporation agreeing to pay at the end of each of the 20 semiannual?,"This means that the corporation agrees to pay interest of $300,000 semiannually ($10,000,000 X 6% X 1/2 year) at the end of each of the 20 semiannual periods."
what is the actual interest rate on a bond payable?,"The actual or real interest rate on a bond payable is also known as effective interest rate, yield to maturity, yield, and market interest rate."
What is the reason that the bond can be purchased at a discount from its face and maturity?,"The reason that the bond can be purchased at a discount from its face and maturity amount, is that the current market interest rate is now 8% and the bond is paying only 7%."
What is the most precise way to amortize bonds?,"However, the straight-line method of amortization, which is less precise and simpler is also acceptable."
How much of the discount on bonds payable must be recorded in the contra-liability account?,"The corporation must also record the bond issue costs (legal, auditing and filing fees) of $24,000 in the contra-liability account Bond Issue Costs."
what is the book value of bonds payable?,The book value of bonds payable is also known as the carrying value of bonds payable.
what is annuity in arrears?,"In accounting, an ordinary annuity refers to a series of identical cash amounts with each amount occurring at the end of equal time intervals."
What is an example of an ordinary annuity?,The series of semiannual interest payments that are part of a bond payable is an example of an ordinary annuity.
what is the face value of a bond payable?,The face value of a bond payable is the amount printed on the bond.
What is the bond issuer's obligation to pay?,"Assume that a corporation issues a bond payable having a face value of $1,000,000 and a stated interest rate of 6% per year."
what is a dividend payment to stockholders?,A dividend payment to stockholders is usually a cash payment which reduces the corporation’s asset cash and the corporation’s stockholders’ equity.
When is the current liability account Dividends Payable closed?,"Then at the end of the year, the Dividends account is closed to Retained Earnings."
what does public sector mean?,Public sector refers to government-owned organizations and government-provided services.
What is the definition of a private sector?,Even the largest corporation with its common stock publicly-traded on the New York Stock Exchange is part of the private sector.
What is a stockholder?,A stockholder or shareholder is the owner of shares of a corporation’s common or preferred stock.
is a stockholder the only party having a stake in the corporation?,"In other words, a stockholder isn’t the only party having a stake in the corporation."
What are the stakeholders in a corporation?,"The stakeholders in a corporation include its: stockholders, creditors, employees, families of the employees, suppliers, customers, community, and others."
What is the cost of capital for a U.S. corporation?,"corporation, the costs of bonds and other long-term loans are usually the least expensive components of the cost of capital."
what is public company?,Public companies are those businesses owned by individuals (and not by a government).
what is a public company?,"If a public company is a corporation whose stock is traded on a stock exchange, it is said that the stock is publicly traded or that the corporation is a publicly-held corporation or a publicly-traded corporation."
What is the definition of capital stock?,The amount received by the corporation when its shares of capital stock were issued is reported as paid-in capital within the stockholders’ equity section of the balance sheet.
What is the difference between common stock and preferred stock?,Common stock is issued by every U.
What is the purpose of a stock split?,A stock split usually increases the number of shares of a corporation’s common stock with the intention of reducing the market price of each share of stock.
How many shares of common stock will the stockholder own after the stock split?,"If an individual stockholder owned 10,000 shares or 10% of the 100,000 shares before the stock split, the stockholder will own 30,000 shares or 10% of the 300,000 shares after the stock split."
What is the only journal entry needed for a stock split?,The only journal entry needed for a stock split is a memo entry to note that the number of shares has changed and that the par value per share has changed (if the stock has a par value).
What is preferred stock?,The word “preferred” refers to the dividends paid by the corporation and to the liquidation of the corporation (if that were to occur).
What is the difference between the dividend and the inflation rate?,"Since the dividend on preferred stock is usually a fixed amount forever, once the preferred stock is issued its market value is likely to change in the opposite direction of inflation."
How many shares of common stock is Jones Corporation outstanding?,"Jones Corporation has 100,000 shares of common stock outstanding."
What is the meaning of the term preferred stockholder?,The owners of the shares of preferred stock are known as preferred stockholders (or preferred shareholders).
"When the corporation pays a dividend, what happens when the cash is credited?","When the corporation pays the dividend, Dividends Payable will be debited and Cash will be credited."
What is a stock dividend?,"Basically, the corporation has not changed, it simply increased everyone’s number of shares of stock proportionately."
what is a cash dividend?,"If a corporation has 25,000 shares of common stock outstanding and it declares and pays a cash dividend of $3 per share, the corporation will distribute $75,000 of its cash to the common stockholders."
How many years has a corporation omitted the dividends?,"Assume that a corporation has cumulative preferred stock with an annual dividend of $10,000 and it has omitted the dividends for the past three years."
What is the difference on common stock?,"If a corporation’s common stock has a par value and the corporation receives more than the par value when issuing a new share of the stock, the difference is sometimes referred to as the premium on common stock."
What is the difference between the par value of a corporation’s common stock and the difference?,Assume that a corporation’s common stock has a par value of $0.
How many shares of 6% cumulative preferred stock does a corporation have?,"Assume a corporation has 10,000 shares of 6% $100 cumulative preferred stock."
what is the term deficit in a corporation’s balance sheet?,The term deficit is used within the stockholders’ equity section of a corporation’s balance sheet in place of retained earnings if the balance in the corporation’s retained earnings account is a debit balance.
how many years did the corporation have a positive net income?,Assume a corporation was formed just over three years ago.
What does the corporation do to reduce the balances in two of its balance sheet accounts?,"Assume a corporation declares and pays a cash dividend of $2 on its 300,000 shares of common stock outstanding."
What is the difference between the actual amount of repairs expense and the planned amount?,"For example, if a company’s budget for repairs expense is $50,000 and the actual amount ends up being $45,000 or $63,000, there will be a variance of $5,000 or $13,000 respectively."
What is the meaning of a favorable variance?,A favorable variance indicates that the variance or difference between the budgeted and actual amounts was good or favorable for the company’s profits.
what is the reason why the company’s actual profits will be better than the budgeted?,It is one reason why the company’s actual profits will be better than the budgeted profits.
what is the difference between the actual revenues and the budgeted profits?,It will also be a factor why the company’s actual profits will be better than the budgeted profits.
What does a stock split mean?,An investor owning 100 shares before the stock is split 2-for-1 will have 200 shares after the split.
What is the difference between the two shares of common stock?,"Since the corporation is not changed (total assets, liabilities, stockholders’ equity remain the same) by the stock split, the change in the number of shares will cause a change in the market price of each share."
What is the purpose of reverse stock splits?,Reverse stock splits such as 1-for-10 (which decrease the number of shares) are intended to increase the market price of each share of stock.
What is a dividend?,"Typically, the corporation’s board of directors will not declare a dividend they will be omitting."
How many shares of 6% cumulative preferred stock does a corporation have to declare and pay?,"Assume that a corporation has issued and outstanding 10,000 shares of 6% cumulative preferred stock with a par value of $100."
What is the net present value of all of the discounted amounts?,The net (or combined) amount of all of the discounted amounts is the net present value.
how much cash is a company expected to receive at the end of each year?,"If the future cash amounts are discounted by 14% per year compounded annually (the company’s required return), it will result in a present value of approximately $522,000."
what is the result of discounting one or more future amounts to the present?,Present value or PV is the result of discounting one or more future amounts to the present.
"how much is the present value of a $10,000?","A cash amount of $10,000 received at the end of 5 years will have a present value (PV) of $6,210 when the $10,000 is discounted at 10% compounded annually."
What does a negative NPV mean?,"For example, if the cash flows are discounted by 12%, a slightly negative NPV could mean that the investment is earning 11%."
"What is the result of combining the present value of the cash inflow $6,210 and?","This is the result of combining the present value of the cash inflow $6,210 (from the example above) and the $5,000 (which is the present of the $5,000 paid today)."
what is an implicit interest rate?,An implicit interest rate is one that is not stated explicitly.
What is the present value of an annuity?,"To find the interest rate that is implicit in this arrangement, you need to carry out what’s known as a present value calculation."
What is the term hurdle rate in capital budgeting?,"In capital budgeting, the term hurdle rate is the minimum rate that a company wants to earn when investing in a project."
What is the minimum hurdle rate for a company?,"However, the hurdle rate is usually larger than the cost of capital when the company has many investment opportunities and for projects that have a higher level of risk."
What is a non-discount method of capital budgeting?,A non-discount method of capital budgeting is one that does not consider the time value of money.
how long will it take for an investment to return cash?,The payback method simply computes the number of years it will take for an investment to return cash that is equal to the amount invested.
What is the best way to calculate the rate of return on a project?,"If you use present value tables to calculate the internal rate of return, it will require some trial and error (iterations) to find the exact rate the project is earning."
What is the difference between NPV and IRR?,NPV calculates the present value amount based on a stated/specified interest rate.
What is the internal rate of return in capital budgeting?,"In capital budgeting, the internal rate of return results in an investment having a net present value of zero."
How much cash must a company pay at the beginning of each year for five years?,"The amount of cash that the company must pay at the beginning of the investment is $3,600."
What is the difference between the present value of cash inflows and the present value of the?,"Net present value is the combination of 1) the present value of cash inflows, and 2) the present value of the cash outflows."
"What is the present value of the $20,000 cash inflows occurring at the end of 7?","The present value of the $20,000 cash inflows occurring at the end of 7 years is $89,730 ($30,000 X 2."
how can i calculate a break-even point in sales dollars?,The break-even point in sales dollars can be calculated by dividing a company’s total fixed expenses by the company’s contribution margin ratio.
What is the difference between the contribution margin ratio and the gross profit percentage?,Note that the contribution margin ratio is not the same as the gross margin ratio or gross profit percentage.
What is the break-even point in sales dollars?,"To illustrate the break-even point in sales dollars, let’s assume that a company has fixed expenses of $100,000 per year."
What is the definition of a break-even point?,The break-even point is the volume of sales in units or in dollars that is equal to a company’s total expenses (including the cost of goods sold).
What is the average contribution margin ratio?,The result is an average contribution margin of $12 per unit and an average contribution margin ratio of 60% ($12 divided by the average selling price of $20).
What is cost behavior?,Cost behavior is an indicator of how a cost will change in total when there is a change in some activity.
What is the cost of operating the ovens?,This component is a variable cost since it will increase when the ovens must operate for a longer time in order to produce additional loaves of bread.
What is the term margin of safety?,"In break-even analysis, the term margin of safety indicates the amount of sales that are above the break-even point."
How many units of the product does a company currently sell?,"Let’s assume that a company currently sells 3,000 units of its only product."
what is mixed cost?,Mixed costs are partially a fixed cost and partially a variable cost.
What is the difference between a mixed cost and a variable cost?,An example of a mixed cost is the electricity used in a manufacturing facility.
What are indirect costs of the production department?,"of the building containing the production department (which also includes the warehouse for materials, the warehouse for finished goods, the shipping department, and quality control department) are indirect costs of the production department, since they must be allocated to the production department."
What is the difference between a fixed and variable product cost?,"The equipment maintenance expense and the temporary shipping clerks could be a variable indirect product cost, since this cost will vary with production volume."
What is the high-low method?,The high-low method is a simple technique for determining the variable cost rate and the amount of fixed costs that are part of what’s referred to as a mixed cost or semivariable cost.
What is the cost of electricity at a small manufacturing facility?,"Assume that the cost of electricity at a small manufacturing facility is a mixed cost since the company has only one electricity meter for air quality, cooling, lighting, and for its production equipment."
What is a fixed expense?,A fixed expense is an expense whose total amount does not change when there is an increase in an activity such as sales or production.
What is the definition of a fixed expense?,"Nonetheless, the present rent of $2,000 is considered to be a fixed expense since the extreme conditions are outside of the relevant range for short-term analyses."
what is a fixed expense?,A fixed expense is an expense whose total amount does not change when there is an increase in an activity such as sales or production.
What is the definition of sales mix?,Sales mix is the relative proportion or ratio of a business’s products that are sold.
What is the difference between a loss and a profit?,"However, the company’s loss (or profit) depends on the actual sales mix."
what is the difference between the total cost of one additional unit of product and the cost of producing?,"In other words, marginal cost is the change in total costs when one additional unit is produced."
"What is the reason that the marginal cost of producing unit #10,001 is $2 instead of the?","The reason that the marginal cost was $2 instead of the previous average cost of $5 ($50,000 divided by 10,000 units) is that some costs did not increase when the additional unit was produced."
What is the definition of elastic demand?,"For instance, if the manufacturer’s production and sales have declined and it fails to cut fixed costs, the manufacturer could be worse off by increasing selling prices."
What is the price elasticity of demand?,Elastic demand is also referred to as the price elasticity of demand.
What is the definition of a correlation coefficient?,"When the coefficient of correlation is a positive amount, such as +0."
What is the coefficient of determination?,"When the coefficient of correlation is squared, it becomes the coefficient of determination."
What is the fixed cost per unit?,"On the other hand, the fixed cost per unit will change as volume or the level of activity changes."
How much will the fixed cost per unit change with the volume of a company?,"The total fixed costs of $6,000 per month will not change when the volume is within the range of 3,000 units to 4,000 units per month."
What is the difference between the variable cost and the volume of the product?,"Therefore, the total amount of the variable cost will change proportionately with the change in volume or activity."
What is the cost of a product’s direct materials?,"Generally, a product’s direct materials are a variable cost."
What is the difference between the total fixed expenses for the period and the contribution margin per unit?,The break-even point in units of products is calculated by dividing the company’s total fixed expenses for the accounting period by the contribution margin per unit.
What is the definition of a fixed cost?,"Since the fixed cost remains constant in total, the fixed cost per unit of activity decreases when the volume increases, and the fixed cost per unit of activity increases when the volume decreases."
How many machine hours of good output is the rent for a production facility?,"Assume the rent for a production facility is a fixed cost of $120,000 per year and there are normally 30,000 machine hours of good output during a year."
What is the difference between a positive contribution margin ratio and a negative sales contribution margin ratio?,A negative contribution margin ratio indicates that a company’s variable costs and expenses exceed its sales.
When does a variable expense increase when an activity decreases?,"In other words, a variable expense increases when an activity increases, and it decreases when the activity decreases."
What is the cost of goods sold?,Another example of a variable expense is a retailer’s cost of goods sold.
What is the average time to complete a manual task?,A common learning curve shows that the cumulative average time to complete a manual task (in which learning is involved) will decrease 20% whenever the cumulative volume doubles.
How many hours to complete a website?,"To illustrate the 80% learning curve, let’s use as an example a person learning to design and code websites of similar size and complexity."
What is a simple linear regression analysis?,"Based on entering a reasonable number of observations of the independent and dependent variables, regression software will compute the best fitting straight line (hence “linear”) that expresses the average relationship between the dependent and independent variable."
What is the best fitting line?,The software determines the best fitting line based on the amounts entered.
What is the definition of a semivariable cost?,The equation for a semivariable cost is Total Cost = Fixed cost + Variable cost rate X Activity.
What is the typical example of a semivariable cost?,A common example of a semivariable cost is the annual cost of operating a vehicle.
what is the difference in cost between two alternatives?,"(I use the term marginal cost when referring to the cost of producing the very next unit or operating for just one more hour, etc."
"How much is the cost of operating its equipment at 70,000 machine hours?","Assume a company determined that the annual cost of operating its equipment at 80,000 machine hours was $4,000,000 while the annual cost of operating its equipment at 70,000 machine hours was $3,800,000."
What is the formula for determining the break-even point in units of product sold?,The formula for determining the break-even point in units of product sold is: total fixed expenses divided by the contribution margin per unit.
What is the break-even point for a service business?,"For example, if the business has total fixed expenses of $300,000 for a year and it has a contribution margin of $40 per billable hour (hourly billing rate of $100 minus variable expenses of $60 per hour), the break-even point for the year is 7,500 hours billed at $100 per hour."
what is the break-even point in dollars of product or services?,The formula for determining the break-even point in dollars of product or services is the total fixed expenses divided by the contribution margin ratio (or %).
What is the break-even formula for a company?,The break-even formula is overly simplistic for computing a company’s break-even point if the company has a wide variety of products (and/or services) with varying contribution margins and contribution margin ratios.
what is the after-tax cost of debt?,The after-tax cost of debt is the interest paid on the debt minus the income tax savings as the result of deducting the interest expense on the company’s income tax return.
What is the most common question?,Let’s assume that a regular U.
What is a cost center?,A cost center is a subunit of a company that is responsible only for its costs.
what is a profit center?,"If a division of a company has responsibility for revenues, costs, and the resulting profits, it is a profit center."
What is a variance in accounting?,"In accounting, a variance is the difference between an actual amount and a budgeted, planned or past amount."
How many units of product did the company use?,"Assume that a company manufactured 10,000 units of product (output)."
What is an incremental cost?,An incremental cost is the difference in total costs as the result of a change in some activity.
What is a flexible budget?,"In the flexible budget, the sales commissions expense budget would be stated as a percentage of sales."
What is the budget for sales commissions expense?,Assume that a company’s annual budget is a static budget.
What are the costs that will make a difference when making a decision?,Relevant costs are future costs that will differ between two or more alternative actions.
What are the other expenses of the company that will not change when E is eliminated?,"However, the company’s other expenses (executives’ compensation, depreciation, general administration) will not be reduced."
what is the difference between the missed profit and the missed contribution margin?,"Opportunity costs are the profits a company (or person) missed, or the contribution margin that was missed."
What is the difference between the variable costs and expenses associated with missed revenues and the missed opportunity?,The same holds true for the variable costs and expenses associated with the missed revenues and the missed opportunity.
How many hours of setup would the company lose if the machine was not running?,"During these 4 hours, the company is losing the opportunity to generate profits had the machine been running."
What is a favorable budget variance?,A favorable budget variance means that the actual amount that occurred was better for the company (or organization) than the amount that had been budgeted.
What is the definition of decentralization?,"Decentralization refers to a company’s top management delegating authority to subunits or segments of the company such as a company consisting of a consumer products division and an industrial division, or a corporation organized into several subsidiary companies."
What is the definition of cost centers?,The production and administrative departments within a company are generally cost centers.
What is a transfer pricing concern?,A concern with transfer pricing is whether the transfer price will cause a subunit’s manager to take the action that is best for the company as a whole.
What is the transfer price of a component that Sub1 manufactures?,The transfer price is the amount that Sub2 will pay Sub 1 for each component it needs.
What is the definition of the term death spiral?,"In cost accounting and managerial accounting, the term death spiral refers to the repeated elimination of a manufacturer’s products which will result in spreading the fixed manufacturing overhead costs to fewer products."
What is the best way to avoid the death spiral?,"To avoid the death spiral, some companies attempt to allocate overhead costs based on activities and product complexities rather than simply spreading them on production machine hours."
what is zero-based budgeting?,"Zero-based budgeting, or ZBB, is a rigorous budgeting process that requires that every dollar of every expense in the budget be justified, even if the expense has been occurring at the same level for years."
What was the first time that zero-based budgeting was discussed?,Zero-based budgeting was widely discussed in the 1970s for businesses and governments.
Does a high degree of correlation guarantee that a change in one variable was caused by the?,"Measuring the correlation between variables can be helpful, but a high degree of correlation does not guarantee that a change in one variable was actually caused by the other variable."
How can we determine the relationship of production machine hours and mixed costs?,"For example, simple linear regression analysis (and multiple regression analysis) software can be used to determine the relationship of production machine hours and mixed costs."
What are the relevant costs and benefits for making a decision?,"As a result, the relevant costs and benefits for making a decision are the current and future costs."
How much money is spent on a one-year-old robot?,"In the decision whether to purchase the robot, the $100,000 spent on the one-year-old machine is a sunk cost."
What is capital budgeting?,Capital budgeting is a process used by companies for evaluating and ranking potential capital expenditures or investments that are significant in amount.
how long does capital expenditures last?,Capital expenditures involve large amounts of money spent on assets that have a useful life of more than one year.
What are the four common techniques used when deciding which of the non-necess?,"When deciding which of the non-necessary projects should be undertaken, companies likely use various techniques for ranking the projects from a financial point of view."
What is the definition of manufacturing overhead?,"Hence, manufacturing overhead is referred to as an indirect cost."
What is a flexible budget?,The flexible budget is more sophisticated and useful than a static budget.
How much flexible budget for each month?,"Based on this information, the flexible budget for each month would be $40,000 + $10 per MH."
What is a process costing system?,A processing cost system is used when nearly identical units are mass produced.
What is the first question?,Let’s assume that a company manufactures large quantities of an identical product.
What is a job costing system?,"Generally, job costing is used when each job (or batch) is sufficiently different from other jobs and the costs are significant."
What are the costs of manufacturing that are not directly traceable to products?,"(Costs that are outside of the manufacturing operations, such as marketing and general management, are expenses of the accounting period and are not applied or assigned to products."
How is the overhead rate calculated?,This is usually done by using a predetermined annual overhead rate.
What is the difference between the actual overhead costs and the amount of overhead applied to the manufactured goods?,"Since the future overhead costs and future number of machine hours were not known with certainty, and since the actual machine hours will not occur uniformly throughout the year, there will always be a difference between the actual overhead costs incurred and the amount of overhead applied to the manufactured goods."
Why is the cost allocation needed?,The cost allocation is needed because the cost is not directly traceable to a specific object.
What is an indirect cost?,"(A cost that must be allocated to a product, department, or other cost object is an indirect cost."
What is the cost of a artisan furniture?,Assume that a company produces artisan furniture.
What are the most common responsibility centers?,The most common responsibility centers are the numerous departments within a company.
What is the traditional method of cost accounting?,The traditional method of cost accounting refers to the allocation of manufacturing overhead costs to the products manufactured.
What is the traditional method for determining the true cost of diverse goods being produced and sold to?,"However, the traditional method will be inadequate for determining the true cost for diverse goods being produced and sold to customers with diverse demands."
What is the definition of indirect manufacturing costs?,"In traditional cost accounting, the indirect manufacturing costs are allocated to the products manufactured based on direct labor hours, direct labor costs, or production machine hours."
What would happen if the company’s volume were to increase dramatically?,"Similarly, if the company’s volume were to increase dramatically, the company would likely have to increase the total amount of its fixed costs."
"How much would the company have to increase to pay for supervisors, space, and other fixed?","If the company’s volume were to increase to 18,000 units of product and/or 30,000 machine hours, the company would likely have to increase its total fixed costs to pay for additional supervisors, space, and other fixed costs."
what is a plant-wide overhead rate?,A plant-wide overhead rate is often a single rate per hour or a percentage of some cost that is used to allocate or assign a company’s manufacturing overhead costs to the goods produced.
How much machine time does a company need to produce each product?,"If each product requires 15 minutes of machine time, each product’s cost will include $10 of manufacturing overhead (15 minutes = 1/4 hour X $40 per machine hour)."
What is a budget?,"In business and other organizations, a budget often refers to a department’s or a company’s projected revenues, costs, or expenses."
What is the meaning of a standard in accounting?,"In accounting, a standard is likely to mean an expected amount per unit of product, per unit of input (such as direct materials, factory overhead), or per unit of output."
How many units of product are expected to be processed in the finishing department?,"Assume that the finishing department’s budget for the upcoming year is $400,000 and is expected to process 50,000 identical units of product."
what is setup cost in activity based costing?,"Hence, setup cost is regarded as a batch-level cost in activity based costing."
How much is the manufacturing overhead cost?,"Assume that a manufacturer experiences an additional $200,000 in manufacturing overhead costs (air conditioning and other) in each of the months of June, July, and August."
What is the definition of fixed manufacturing overhead?,It is common that the fixed manufacturing overhead costs are absorbed by the goods produced (or are assigned/allocated to the goods produced) through predetermined overhead rates based on the number of machine hours.
What is the cost of fixed manufacturing overhead?,If the actual production volume is less than the planned volume (and the costs are as planned) the fixed manufacturing overhead will be underabsorbed.
what is the traditional method of allocating factory overhead?,"The traditional method of allocating factory overhead (manufacturing overhead, burden) means spreading the manufacturing overhead costs to the goods produced on the basis of the number of the production machine hours used or the number of direct labor hours used."
What are some of the factors that are driving up the factory overhead costs?,In reality there are many factors that are driving up the factory overhead costs.
What are the indirect manufacturing costs of a service department?,The costs incurred by the service departments are considered to be indirect manufacturing costs that ultimately must get allocated to the goods produced.
What is the purpose of departmental overhead rates?,"Departmental overhead rates are used by many manufacturers to allocate (assign, apply) manufacturing overhead to the goods it produces instead of using a single, plant-wide overhead rate."
What is the definition of a manufacturing overhead cost?,"The assigning of fixed and variable manufacturing overhead costs are part of the cost accounting method known as absorption costing, which is required by U."
How much overhead does a manufacturer have to pay for its production machines?,"If the machines ran 39,400 hours to produce good units, the products underabsorbed the fixed overhead by $15,000 ($985,000 absorbed – $1,000,000 of actual costs)."
What is an indirect cost?,"Rather, the indirect cost is sometimes referred to as a common cost which is allocated to the cost objects in a logical manner."
What is the difference between a departmental and a plant-wide overhead rate?,A manufacturer producing a variety of products that require different processes will have multiple overhead rates known as departmental overhead rates instead of just one plant-wide overhead rate.
how much is the predetermined manufacturing overhead rate for the new year?,"Therefore, the JKL’s predetermined manufacturing overhead rate for the new year will be $60 ($1,200,000/20,000) per production machine hour."
What is the difference between the actual cost of repairs and the budgeted amount?,"For example, if a company had actual repairs expense of $950 for May but the budgeted amount was $800, the company had a cost variance of $150."
What are the cost variances for the manufacturing costs of a product?,"In such a system, the cost variances direct attention to the difference between 1) the standard, predetermined and expected costs of the good output, and 2) the actual manufacturing costs incurred."
What is the difference between the cost per pound for the raw materials the company purchased and the?,"In standard costing, the purchase price variance is the difference between the actual cost per pound (or other unit of measure) for the raw materials the company purchased and the company’s standard cost per pound for the raw materials that were purchased."
What should be assigned to the raw materials inventory?,"If the price variance occurred throughout the year, the variance should be assigned to the raw materials inventory, work-in-process inventory, finished goods inventory, and cost of goods sold based on the quantity of the raw materials in each of these categories at the end of the year."
What is a flexible budget variance?,"A flexible budget variance is the difference between 1) an actual amount, and 2) the amount allowed by the flexible budget."
How many items will be shipped?,"Therefore, the flexible budget for the variable expenses will “flex” for shipping the additional 4,000 items."
What is the shipping department’s total flexible budget variance?,"Now let’s assume that the shipping department’s actual expenses for the year were: Fixed expenses of $351,000 + variable expenses of $157,000 = total actual expenses of $508,000."
what could cause flexible budgets to flex?,"The activities that could cause flexible budgets to flex might be the amount of sales, units of output, machine hours, miles traveled, etc."
What is the difference in production volume?,The production volume variance is associated with a standard costing system used by some manufacturers.
How much of the fixed manufacturing overhead would the manufacturer have been allocated?,"If our example had stated that the manufacturer actually produced 32,000 standard machine hours of good output, the products would have been assigned $320,000 of fixed manufacturing overhead costs compared to the budgeted amount of $300,000."
What is the acronym for bill of materials?,BOM is the acronym for bill of materials.
What is the BOM for a batch of similar pies?,There will be a bill of materials (BOM) for each batch of similar pies.
What can cause an unfavorable variable overhead efficiency variance?,"If more electricity and supplies had to be used because of the lesser quality of materials, this can also mean an unfavorable variable overhead efficiency variance."
what is the reason for the company’s actual profits being worse than the budgeted profits?,"In other words, this unfavorable variance is one reason for the company’s actual profits being worse than the budgeted profits."
what is the difference between the actual repairs expense and the budgeted profit?,"If repairs expense was budgeted to be $50,000 but the actual repairs expense ends up being $63,000, the $13,000 variance is unfavorable because having more actual expenses than were budgeted was not good for the company’s profits."
what is the reason for the company’s actual profits being worse than the budgeted profits?,It will also be one reason for the company’s actual profits being worse than the budgeted profits.
What is the definition of a public accountant?,Many accountants leave the larger public accounting firms after several years of experience and become an employee at a business or other organization.
What are the services provided by public accounting firms?,The services provided by public accounting firms vary by the size and the expertise of the firm.
what is a certified public accountant?,"A certified public accountant (CPA) is a person who has completed the required accounting degree, passed the very difficult CPA Exam, has at least several years of professional accounting experience, and is licensed by one of the 50 U."
What is the role of an accounting clerk?,The accounting clerks are likely to be supervised by one of the company’s accountants.
What are the reasons for the wide range in pay?,"Some reasons for the wide range in pay include the size and profitability of the company, the company’s location, the volume and complexity of the work to be processed, the skills and experience of the accounting clerk, etc."
What are accountants employed by?,Accountants are employed by businesses and other organizations to report their financial results according to generally accepted accounting principles (GAAP) and income tax regulations.
What is the difference between an accountant and a CPA?,An accountant will have a college degree with a major in accounting.
what is the salary range for a full-time non-CPA accountant?,"The reasons for the wide pay range include the company’s size and industry, supply and demand for accountants in the company’s geographic area, the responsibilities of the accountant, the accountant’s prior experience, and more."
what is the source of the amounts reported in the company’s financial statements?,Accountants are likely to be involved in some aspect of maintaining a company’s general ledger which is the source of the amounts reported in the company’s financial statements.
"How many monthly payments will be required to amortize a $60,000 loan?","Assume that a lender proposes to amortize a $60,000 loan at 4% annual interest over a 3-year period."
What is a fixed budget?,) A fixed budget is also known as a static budget.
What is the budget for sales commissions?,"If the company prepares a fixed budget and it is projecting sales of $1 million, the budget for sales commissions will be fixed at $50,000."
